GEO,SAT_NAME,ACCESS_START,ACCESS_END,DURATION,DURATION_SECONDS,LAT,LON
29N158E,CAPELLA-2,2023-02-01 00:26:00,2023-02-01 00:33:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-01 02:04:00,2023-02-01 02:11:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-01 03:41:00,2023-02-01 03:50:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-01 05:17:00,2023-02-01 05:28:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-01 06:56:00,2023-02-01 07:02:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-01 20:14:00,2023-02-01 20:24:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-01 21:50:00,2023-02-01 22:01:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-01 23:29:00,2023-02-01 23:37:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-02 01:08:00,2023-02-02 01:14:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-02 02:45:00,2023-02-02 02:54:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-02 04:21:00,2023-02-02 04:32:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-02 05:59:00,2023-02-02 06:08:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-02 19:19:00,2023-02-02 19:27:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-02 20:54:00,2023-02-02 21:05:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-02 22:32:00,2023-02-02 22:41:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-03 00:11:00,2023-02-03 00:18:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-03 01:49:00,2023-02-03 01:56:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-03 03:25:00,2023-02-03 03:35:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-03 05:02:00,2023-02-03 05:12:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-03 18:25:00,2023-02-03 18:28:00,0 days 00:03:00,180.0,29,-158
29N158E,CAPELLA-2,2023-02-03 19:58:00,2023-02-03 20:08:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-03 21:35:00,2023-02-03 21:45:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-03 23:14:00,2023-02-03 23:21:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-04 00:52:00,2023-02-04 00:59:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-04 02:29:00,2023-02-04 02:38:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-04 04:05:00,2023-02-04 04:16:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-04 05:44:00,2023-02-04 05:49:00,0 days 00:05:00,300.0,29,-158
29N158E,CAPELLA-2,2023-02-04 19:01:00,2023-02-04 19:11:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-04 20:37:00,2023-02-04 20:48:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-04 22:16:00,2023-02-04 22:24:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-04 23:55:00,2023-02-05 00:01:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-05 01:32:00,2023-02-05 01:40:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-05 03:08:00,2023-02-05 03:18:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-05 04:45:00,2023-02-05 04:54:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-05 18:04:00,2023-02-05 18:12:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-05 19:39:00,2023-02-05 19:50:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-05 21:17:00,2023-02-05 21:26:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-05 22:56:00,2023-02-05 23:03:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-06 00:34:00,2023-02-06 00:41:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-06 02:10:00,2023-02-06 02:20:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-06 03:47:00,2023-02-06 03:57:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-06 17:09:00,2023-02-06 17:12:00,0 days 00:03:00,180.0,29,-158
29N158E,CAPELLA-2,2023-02-06 18:41:00,2023-02-06 18:52:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-06 20:18:00,2023-02-06 20:28:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-06 21:57:00,2023-02-06 22:04:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-06 23:35:00,2023-02-06 23:42:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-07 01:12:00,2023-02-07 01:21:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-07 02:48:00,2023-02-07 02:59:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-07 04:27:00,2023-02-07 04:32:00,0 days 00:05:00,300.0,29,-158
29N158E,CAPELLA-2,2023-02-07 17:43:00,2023-02-07 17:52:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-07 19:19:00,2023-02-07 19:29:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-07 20:57:00,2023-02-07 21:05:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-07 22:36:00,2023-02-07 22:42:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-08 00:13:00,2023-02-08 00:21:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-08 01:49:00,2023-02-08 01:59:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-08 03:26:00,2023-02-08 03:35:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-08 16:44:00,2023-02-08 16:52:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-08 18:19:00,2023-02-08 18:29:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-08 19:57:00,2023-02-08 20:05:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-08 21:36:00,2023-02-08 21:42:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-08 23:13:00,2023-02-08 23:20:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-09 00:49:00,2023-02-09 00:59:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-09 02:25:00,2023-02-09 02:35:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-09 15:47:00,2023-02-09 15:49:00,0 days 00:02:00,120.0,29,-158
29N158E,CAPELLA-2,2023-02-09 17:18:00,2023-02-09 17:29:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-09 18:55:00,2023-02-09 19:05:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-09 20:34:00,2023-02-09 20:41:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-09 22:12:00,2023-02-09 22:19:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-09 23:48:00,2023-02-09 23:57:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-10 01:24:00,2023-02-10 01:35:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-10 03:02:00,2023-02-10 03:08:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-10 16:18:00,2023-02-10 16:27:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-10 17:53:00,2023-02-10 18:03:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-10 19:31:00,2023-02-10 19:39:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-10 21:10:00,2023-02-10 21:16:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-10 22:47:00,2023-02-10 22:55:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-11 00:22:00,2023-02-11 00:33:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-11 01:59:00,2023-02-11 02:08:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-11 15:16:00,2023-02-11 15:23:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-11 16:50:00,2023-02-11 17:01:00,0 days 00:11:00,660.0,29,-158
29N158E,CAPELLA-2,2023-02-11 18:28:00,2023-02-11 18:36:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-11 20:06:00,2023-02-11 20:12:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-11 21:44:00,2023-02-11 21:50:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-11 23:19:00,2023-02-11 23:29:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-12 00:56:00,2023-02-12 01:06:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-12 15:47:00,2023-02-12 15:56:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-12 17:23:00,2023-02-12 17:32:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-12 19:01:00,2023-02-12 19:08:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-12 20:39:00,2023-02-12 20:45:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-12 22:15:00,2023-02-12 22:24:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-12 23:51:00,2023-02-13 00:01:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-13 01:28:00,2023-02-13 01:36:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-13 14:43:00,2023-02-13 14:50:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-13 16:17:00,2023-02-13 16:27:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-13 17:55:00,2023-02-13 18:03:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-13 19:33:00,2023-02-13 19:39:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-13 21:10:00,2023-02-13 21:17:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-13 22:46:00,2023-02-13 22:55:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-14 00:22:00,2023-02-14 00:31:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-14 13:39:00,2023-02-14 13:42:00,0 days 00:03:00,180.0,29,-158
29N158E,CAPELLA-2,2023-02-14 15:11:00,2023-02-14 15:21:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-14 16:47:00,2023-02-14 16:57:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-14 18:26:00,2023-02-14 18:32:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-14 20:03:00,2023-02-14 20:09:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-14 21:39:00,2023-02-14 21:48:00,0 days 00:09:00,540.0,29,-158
29N158E,CAPELLA-2,2023-02-14 23:15:00,2023-02-14 23:25:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-15 00:52:00,2023-02-15 00:58:00,0 days 00:06:00,360.0,29,-158
29N158E,CAPELLA-2,2023-02-15 14:04:00,2023-02-15 14:12:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-15 15:39:00,2023-02-15 15:49:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-15 17:17:00,2023-02-15 17:24:00,0 days 00:07:00,420.0,29,-158
29N158E,CAPELLA-2,2023-02-15 18:55:00,2023-02-15 19:00:00,0 days 00:05:00,300.0,29,-158
29N158E,CAPELLA-2,2023-02-15 20:31:00,2023-02-15 20:39:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-15 22:06:00,2023-02-15 22:16:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-15 23:43:00,2023-02-15 23:51:00,0 days 00:08:00,480.0,29,-158
29N158E,CAPELLA-2,2023-02-16 12:57:00,2023-02-16 13:01:00,0 days 00:04:00,240.0,29,-158
29N158E,CAPELLA-2,2023-02-16 14:29:00,2023-02-16 14:39:00,0 days 00:10:00,600.0,29,-158
29N158E,CAPELLA-2,2023-02-16 16:06:00,2023-02-16 16:15:00,0 days 00:09:00,540.0,29,-158
